SVC_CD|MODIFIER_1|FEE|AS_OF_DATE
30115|UB|55.00|20231001
30117|UA|30.00|20231001
30117|UB|60.00|20231001
30118|UB|60.00|20231001
30118|UA|30.00|20231001
30120|UA|20.00|20231001
30120|UB|35.00|20231001
30124|UA|25.00|20231001
30124|UB|55.00|20231001
30125|UB|55.00|20231001
30125|UA|25.00|20231001
30130|UA|29.00|20231001
30130|UB|59.00|20231001
30140|UA|35.00|20231001
30140|UB|65.00|20231001
30150|UA|45.00|20231001
30150|UB|75.00|20231001
30160|UA|50.00|20231001
30160|UB|80.00|20231001
30200|UA|17.00|20231001
30200|UB|47.00|20231001
30210|UA|35.00|20231001
30210|UB|65.00|20231001
30220|UA|30.00|20231001
30220|UB|60.00|20231001
30300|UA|10.00|20231001
30300|UB|10.00|20231001
30310|UA|10.00|20231001
30310|UB|30.00|20231001
30320|UA|35.00|20231001
30320|UB|65.00|20231001
30410|UB|65.00|20231001
30410|UA|35.00|20231001
30420|UB|65.00|20231001
30420|UA|35.00|20231001
30435|UB|65.00|20231001
30435|UA|35.00|20231001
30450|UA|35.00|20231001
30450|UB|65.00|20231001
30460|UA|35.00|20231001
30460|UB|65.00|20231001
30462|UA|35.00|20231001
30462|UB|65.00|20231001
30465|UA|30.00|20231001
30465|UB|60.00|20231001
30468|UA|30.00|20231001
30468|UB|60.00|20231001
30469|UB|60.00|20231001
30469|UA|30.00|20231001
30520|UA|30.00|20231001
30520|UB|60.00|20231001
30545|UB|60.00|20231001
30545|UA|30.00|20231001
30560|UA|30.00|20231001
30560|UB|60.00|20231001
30600|UB|60.00|20231001
30600|UA|30.00|20231001
30620|UA|29.00|20231001
30620|UB|59.00|20231001
30630|UA|35.00|20231001
30630|UB|65.00|20231001
30801|UB|37.00|20231001
30801|UA|17.00|20231001
30802|UB|37.00|20231001
30802|UA|17.00|20231001
30903|UB|33.00|20231001
30903|UA|13.00|20231001
30905|UB|33.00|20231001
30905|UA|13.00|20231001
30906|UB|33.00|20231001
30906|UA|13.00|20231001
30915|UA|15.00|20231001
30915|UB|35.00|20231001
30920|UA|20.00|20231001
30920|UB|50.00|20231001
30930|UA|20.00|20231001
30930|UB|45.00|20231001
30999|UA|35.00|20231001
30999|UB|65.00|20231001
31002|UB|45.00|20231001
31002|UA|20.00|20231001
31030|UB|61.00|20231001
31030|UA|31.00|20231001
31032|UB|61.00|20231001
31032|UA|31.00|20231001
31040|UA|35.00|20231001
31040|UB|65.00|20231001
31050|UA|35.00|20231001
31050|UB|65.00|20231001
31051|UB|65.00|20231001
31051|UA|35.00|20231001
31075|UB|59.00|20231001
31075|UA|29.00|20231001
31080|UB|59.00|20231001
31080|UA|29.00|20231001
31081|UB|59.00|20231001
31081|UA|29.00|20231001
31084|UB|59.00|20231001
31084|UA|29.00|20231001
31085|UB|59.00|20231001
31085|UA|29.00|20231001
31086|UB|59.00|20231001
31086|UA|29.00|20231001
31087|UB|59.00|20231001
31087|UA|29.00|20231001
31090|UB|59.00|20231001
31090|UA|29.00|20231001
31201|UB|70.00|20231001
31201|UA|40.00|20231001
31205|UB|70.00|20231001
31205|UA|40.00|20231001
31230|UB|70.00|20231001
31230|UA|40.00|20231001
31231|UA|15.00|20231001
31231|UB|30.00|20231001
31233|UA|10.00|20231001
31233|UB|40.00|20231001
31235|UA|35.00|20231001
31235|UB|65.00|20231001
31237|UA|30.00|20231001
31237|UB|60.00|20231001
31239|UB|65.00|20231001
31239|UA|35.00|20231001
31240|UB|65.00|20231001
31240|UA|35.00|20231001
31241|UB|65.00|20231001
31241|UA|35.00|20231001
31253|UB|40.00|20231001
31253|UA|20.00|20231001
31254|UB|40.00|20231001
31254|UA|20.00|20231001
31255|UB|40.00|20231001
31255|UA|20.00|20231001
31256|UB|40.00|20231001
31256|UA|20.00|20231001
31257|UB|40.00|20231001
31257|UA|20.00|20231001
31259|UB|40.00|20231001
31259|UA|20.00|20231001
31267|UB|60.00|20231001
31267|UA|30.00|20231001
31276|UB|60.00|20231001
31276|UA|30.00|20231001
31287|UA|40.00|20231001
31287|UB|70.00|20231001
31288|UA|40.00|20231001
31288|UB|70.00|20231001
31291|UB|70.00|20231001
31291|UA|40.00|20231001
31292|UB|70.00|20231001
31292|UA|40.00|20231001
31293|UB|70.00|20231001
31293|UA|40.00|20231001
31294|UB|70.00|20231001
31294|UA|40.00|20231001
31296|UB|75.00|20231001
31296|UA|45.00|20231001
31297|UB|75.00|20231001
31297|UA|45.00|20231001
31298|UB|75.00|20231001
31298|UA|45.00|20231001
31360|UA|35.00|20231001
31360|UB|65.00|20231001
31365|UA|45.00|20231001
31365|UB|75.00|20231001
31367|UA|35.00|20231001
31367|UB|65.00|20231001
31368|UA|45.00|20231001
31368|UB|75.00|20231001
31375|UB|65.00|20231001
31375|UA|35.00|20231001
31380|UB|65.00|20231001
31380|UA|35.00|20231001
31390|UB|70.00|20231001
31390|UA|40.00|20231001
31395|UA|50.00|20231001
31395|UB|80.00|20231001
31400|UA|40.00|20231001
31400|UB|70.00|20231001
31420|UA|30.00|20231001
31420|UB|60.00|20231001
31500|UA|30.00|20231001
31500|UB|30.00|20231001
31502|UA|30.00|20231001
31502|UB|30.00|20231001
31510|UB|10.00|20231001
31510|UA|10.00|20231001
31511|UB|10.00|20231001
31511|UA|10.00|20231001
31512|UB|10.00|20231001
31512|UA|10.00|20231001
31513|UA|10.00|20231001
31513|UB|30.00|20231001
31515|UA|10.00|20231001
31515|UB|40.00|20231001
31525|UB|35.00|20231001
31525|UA|15.00|20231001
31526|UB|35.00|20231001
31526|UA|15.00|20231001
31527|UB|35.00|20231001
31527|UA|15.00|20231001
31528|UB|35.00|20231001
31528|UA|15.00|20231001
31529|UB|35.00|20231001
31529|UA|15.00|20231001
31531|UB|55.00|20231001
31531|UA|25.00|20231001
31535|UB|55.00|20231001
31535|UA|25.00|20231001
31536|UB|55.00|20231001
31536|UA|25.00|20231001
31540|UB|55.00|20231001
31540|UA|25.00|20231001
31541|UB|55.00|20231001
31541|UA|25.00|20231001
31545|UB|55.00|20231001
31545|UA|25.00|20231001
31546|UB|55.00|20231001
31546|UA|25.00|20231001
31551|UB|55.00|20231001
31551|UA|25.00|20231001
31552|UB|55.00|20231001
31552|UA|25.00|20231001
31553|UB|55.00|20231001
31553|UA|25.00|20231001
31554|UB|55.00|20231001
31554|UA|25.00|20231001
31560|UB|55.00|20231001
31560|UA|25.00|20231001
31561|UB|55.00|20231001
31561|UA|25.00|20231001
31570|UB|55.00|20231001
31570|UA|25.00|20231001
31571|UB|55.00|20231001
31571|UA|25.00|20231001
31573|UB|65.00|20231001
31573|UA|35.00|20231001
31574|UB|65.00|20231001
31574|UA|35.00|20231001
31575|UB|65.00|20231001
31575|UA|35.00|20231001
31576|UB|65.00|20231001
31576|UA|35.00|20231001
31577|UB|65.00|20231001
31577|UA|35.00|20231001
31578|UB|65.00|20231001
31578|UA|35.00|20231001
31579|UB|65.00|20231001
31579|UA|35.00|20231001
31580|UB|65.00|20231001
31580|UA|35.00|20231001
31584|UA|40.00|20231001
31584|UB|70.00|20231001
31587|UA|35.00|20231001
31587|UB|65.00|20231001
31591|UB|60.00|20231001
31591|UA|30.00|20231001
31592|UB|60.00|20231001
31592|UA|30.00|20231001
31595|UB|60.00|20231001
31595|UA|30.00|20231001
31599|UA|35.00|20231001
31599|UB|65.00|20231001
31601|UB|65.00|20231001
31601|UA|35.00|20231001
31603|UB|65.00|20231001
31603|UA|35.00|20231001
31605|UB|65.00|20231001
31605|UA|35.00|20231001
31610|UB|65.00|20231001
31610|UA|35.00|20231001
31611|UA|20.00|20231001
31611|UB|20.00|20231001
31612|UA|20.00|20231001
31612|UB|20.00|20231001
31613|UA|35.00|20231001
31613|UB|65.00|20231001
31614|UB|65.00|20231001
31614|UA|35.00|20231001
31615|UA|20.00|20231001
31615|UB|45.00|20231001
31622|UA|15.00|20231001
31622|UB|40.00|20231001
31623|UA|15.00|20231001
31623|UB|40.00|20231001
31624|UA|15.00|20231001
31624|UB|40.00|20231001
31625|UB|40.00|20231001
31625|UA|15.00|20231001
31626|UA|15.00|20231001
31626|UB|45.00|20231001
31627|UA|20.00|20231001
31627|UB|50.00|20231001
31629|UB|40.00|20231001
31629|UA|15.00|20231001
31630|UB|40.00|20231001
31630|UA|15.00|20231001
31631|UB|40.00|20231001
31631|UA|15.00|20231001
31632|UB|40.00|20231001
31632|UA|15.00|20231001
31633|UB|40.00|20231001
31633|UA|15.00|20231001
31634|UB|40.00|20231001
31634|UA|15.00|20231001
31635|UB|40.00|20231001
31635|UA|15.00|20231001
31636|UB|40.00|20231001
31636|UA|15.00|20231001
31637|UB|40.00|20231001
31637|UA|15.00|20231001
31638|UB|40.00|20231001
31638|UA|15.00|20231001
31640|UB|40.00|20231001
31640|UA|15.00|20231001
31641|UB|40.00|20231001
31641|UA|15.00|20231001
31643|UB|40.00|20231001
31643|UA|15.00|20231001
31645|UB|40.00|20231001
31645|UA|15.00|20231001
31646|UB|40.00|20231001
31646|UA|15.00|20231001
31647|UB|40.00|20231001
31647|UA|15.00|20231001
31648|UB|40.00|20231001
31648|UA|15.00|20231001
31649|UB|40.00|20231001
31649|UA|15.00|20231001
31651|UB|40.00|20231001
31651|UA|15.00|20231001
31652|UB|40.00|20231001
31652|UA|15.00|20231001
31653|UB|40.00|20231001
31653|UA|15.00|20231001
31654|UB|40.00|20231001
31654|UA|15.00|20231001
31660|UB|40.00|20231001
31660|UA|15.00|20231001
31661|UB|40.00|20231001
31661|UA|15.00|20231001
31717|UA|13.00|20231001
31717|UB|13.00|20231001
31725|UB|15.00|20231001
31725|UA|15.00|20231001
31730|UA|15.00|20231001
31730|UB|15.00|20231001
31755|UB|70.00|20231001
31755|UA|40.00|20231001
31760|UB|70.00|20231001
31760|UA|40.00|20231001
31766|UA|45.00|20231001
31766|UB|75.00|20231001
31770|UA|45.00|20231001
31770|UB|75.00|20231001
31780|UB|70.00|20231001
31780|UA|40.00|20231001
31781|UB|70.00|20231001
31781|UA|40.00|20231001
31785|UA|45.00|20231001
31785|UB|75.00|20231001
31786|UB|75.00|20231001
31786|UA|45.00|20231001
31800|UA|25.00|20231001
31800|UB|55.00|20231001
31805|UA|35.00|20231001
31805|UB|65.00|20231001
31820|UA|25.00|20231001
31820|UB|45.00|20231001
31825|UA|30.00|20231001
31825|UB|60.00|20231001
31830|UA|25.00|20231001
31830|UB|45.00|20231001
31899|UA|30.00|20231001
31899|UB|50.00|20231001
32035|UA|35.00|20231001
32035|UB|65.00|20231001
32036|UA|25.00|20231001
32036|UB|55.00|20231001
32097|UB|95.00|20231001
32097|UA|65.00|20231001
32098|UB|95.00|20231001
32098|UA|65.00|20231001
32110|UB|95.00|20231001
32110|UA|65.00|20231001
32120|UB|95.00|20231001
32120|UA|65.00|20231001
32124|UB|95.00|20231001
32124|UA|65.00|20231001
32140|UB|95.00|20231001
32140|UA|65.00|20231001
32150|UB|100.00|20231001
32150|UA|70.00|20231001
32151|UB|100.00|20231001
32151|UA|70.00|20231001
32160|UA|80.00|20231001
32160|UB|110.00|20231001
32215|UB|65.00|20231001
32215|UA|35.00|20231001
32225|UB|95.00|20231001
32225|UA|65.00|20231001
32320|UA|65.00|20231001
32320|UB|95.00|20231001
32405|UB|37.00|20231001
32405|UA|17.00|20231001
32408|UB|37.00|20231001
32408|UA|17.00|20231001
32442|UB|95.00|20231001
32442|UA|65.00|20231001
32445|UB|95.00|20231001
32445|UA|65.00|20231001
32482|UB|105.00|20231001
32482|UA|75.00|20231001
32484|UB|105.00|20231001
32484|UA|75.00|20231001
32486|UB|105.00|20231001
32486|UA|75.00|20231001
32488|UB|105.00|20231001
32488|UA|75.00|20231001
32501|UB|95.00|20231001
32501|UA|65.00|20231001
32503|UB|95.00|20231001
32503|UA|65.00|20231001
32504|UB|95.00|20231001
32504|UA|65.00|20231001
32505|UB|95.00|20231001
32505|UA|65.00|20231001
32506|UB|95.00|20231001
32506|UA|65.00|20231001
32507|UB|95.00|20231001
32507|UA|65.00|20231001
32540|UA|65.00|20231001
32540|UB|95.00|20231001
32550|UA|27.00|20231001
32550|UB|57.00|20231001
32551|UB|57.00|20231001
32551|UA|27.00|20231001
32552|UA|17.00|20231001
32552|UB|37.00|20231001
32553|UB|37.00|20231001
32553|UA|17.00|20231001
32554|UA|17.00|20231001
32554|UB|37.00|20231001
32555|UB|37.00|20231001
32555|UA|17.00|20231001
32556|UA|27.00|20231001
32556|UB|57.00|20231001
32557|UB|57.00|20231001
32557|UA|27.00|20231001
32560|UA|20.00|20231001
32560|UB|40.00|20231001
32561|UA|20.00|20231001
32561|UB|50.00|20231001
32562|UB|50.00|20231001
32562|UA|20.00|20231001
32604|UB|40.00|20231001
32604|UA|20.00|20231001
32606|UB|40.00|20231001
32606|UA|20.00|20231001
32607|UB|40.00|20231001
32607|UA|20.00|20231001
32608|UB|40.00|20231001
32608|UA|20.00|20231001
32609|UB|40.00|20231001
32609|UA|20.00|20231001
32650|UB|40.00|20231001
32650|UA|20.00|20231001
32651|UB|40.00|20231001
32651|UA|20.00|20231001
32652|UB|40.00|20231001
32652|UA|20.00|20231001
32653|UB|40.00|20231001
32653|UA|20.00|20231001
32654|UB|40.00|20231001
32654|UA|20.00|20231001
32655|UB|40.00|20231001
32655|UA|20.00|20231001
32656|UB|40.00|20231001
32656|UA|20.00|20231001
32658|UB|40.00|20231001
32658|UA|20.00|20231001
32659|UB|40.00|20231001
32659|UA|20.00|20231001
32661|UB|40.00|20231001
32661|UA|20.00|20231001
32662|UB|40.00|20231001
32662|UA|20.00|20231001
32663|UB|40.00|20231001
32663|UA|20.00|20231001
32664|UB|40.00|20231001
32664|UA|20.00|20231001
32665|UB|40.00|20231001
32665|UA|20.00|20231001
32666|UB|40.00|20231001
32666|UA|20.00|20231001
32667|UB|40.00|20231001
32667|UA|20.00|20231001
32668|UB|40.00|20231001
32668|UA|20.00|20231001
32669|UB|40.00|20231001
32669|UA|20.00|20231001
32670|UB|40.00|20231001
32670|UA|20.00|20231001
32671|UB|40.00|20231001
32671|UA|20.00|20231001
32672|UB|40.00|20231001
32672|UA|20.00|20231001
32673|UB|40.00|20231001
32673|UA|20.00|20231001
32674|UB|40.00|20231001
32674|UA|20.00|20231001
32701|UB|40.00|20231001
32701|UA|20.00|20231001
32800|UA|35.00|20231001
32800|UB|50.00|20231001
32810|UA|20.00|20231001
32810|UB|50.00|20231001
32815|UA|55.00|20231001
32815|UB|85.00|20231001
32820|UA|80.00|20231001
32820|UB|110.00|20231001
32852|UB|135.00|20231001
32852|UA|105.00|20231001
32853|UB|135.00|20231001
32853|UA|105.00|20231001
32854|UB|135.00|20231001
32854|UA|105.00|20231001
32900|UA|30.00|20231001
32900|UB|60.00|20231001
32906|UB|70.00|20231001
32906|UA|40.00|20231001
32940|UB|70.00|20231001
32940|UA|40.00|20231001
32960|UA|15.00|20231001
32960|UB|15.00|20231001
32998|UA|65.00|20231001
32998|UB|95.00|20231001
32999|UA|65.00|20231001
32999|UB|95.00|20231001
33010|UA|20.00|20231001
33010|UB|40.00|20231001
33011|UB|40.00|20231001
33011|UA|20.00|20231001
33015|UA|25.00|20231001
33015|UB|55.00|20231001
33016|UA|20.00|20231001
33016|UB|40.00|20231001
33017|UB|40.00|20231001
33017|UA|20.00|20231001
33018|UA|25.00|20231001
33018|UB|55.00|20231001
33019|UB|55.00|20231001
33019|UA|25.00|20231001
33020|UA|45.00|20231001
33020|UB|75.00|20231001
33025|UA|75.00|20231001
33025|UB|105.00|20231001
33030|UA|75.00|20231001
33030|UB|105.00|20231001
33031|UB|105.00|20231001
33031|UA|75.00|20231001
33120|UA|85.00|20231001
33120|UB|115.00|20231001
33130|UA|75.00|20231001
33130|UB|105.00|20231001
33202|UB|125.00|20231001
33202|UA|95.00|20231001
33203|UB|125.00|20231001
33203|UA|95.00|20231001
33206|UB|125.00|20231001
33206|UA|95.00|20231001
33207|UB|125.00|20231001
33207|UA|95.00|20231001
33208|UB|125.00|20231001
33208|UA|95.00|20231001
33211|UB|85.00|20231001
33211|UA|55.00|20231001
33212|UB|85.00|20231001
33212|UA|55.00|20231001
33213|UB|85.00|20231001
33213|UA|55.00|20231001
33214|UB|85.00|20231001
33214|UA|55.00|20231001
33215|UB|85.00|20231001
33215|UA|55.00|20231001
33216|UB|85.00|20231001
33216|UA|55.00|20231001
33217|UB|85.00|20231001
33217|UA|55.00|20231001
33218|UB|85.00|20231001
33218|UA|55.00|20231001
33220|UB|85.00|20231001
33220|UA|55.00|20231001
33221|UB|85.00|20231001
33221|UA|55.00|20231001
33222|UB|85.00|20231001
33222|UA|55.00|20231001
33223|UB|85.00|20231001
33223|UA|55.00|20231001
33224|UB|85.00|20231001
33224|UA|55.00|20231001
33225|UB|85.00|20231001
33225|UA|55.00|20231001
33226|UB|85.00|20231001
33226|UA|55.00|20231001
33227|UB|85.00|20231001
33227|UA|55.00|20231001
33228|UB|85.00|20231001
33228|UA|55.00|20231001
33229|UB|85.00|20231001
33229|UA|55.00|20231001
33230|UA|65.00|20231001
33230|UB|95.00|20231001
33231|UB|95.00|20231001
33231|UA|65.00|20231001
33233|UA|55.00|20231001
33233|UB|85.00|20231001
33235|UB|85.00|20231001
33235|UA|55.00|20231001
33236|UB|85.00|20231001
33236|UA|55.00|20231001
33237|UB|85.00|20231001
33237|UA|55.00|20231001
33238|UB|85.00|20231001
33238|UA|55.00|20231001
33240|UA|55.00|20231001
33240|UB|85.00|20231001
33241|UA|55.00|20231001
33241|UB|85.00|20231001
33243|UA|55.00|20231001
33243|UB|85.00|20231001
33244|UA|55.00|20231001
33244|UB|85.00|20231001
33249|UA|65.00|20231001
33249|UB|95.00|20231001
33250|UA|75.00|20231001
33250|UB|105.00|20231001
33251|UA|85.00|20231001
33251|UB|115.00|20231001
33254|UB|115.00|20231001
33254|UA|85.00|20231001
33255|UB|115.00|20231001
33255|UA|85.00|20231001
33256|UB|115.00|20231001
33256|UA|85.00|20231001
33257|UB|115.00|20231001
33257|UA|85.00|20231001
33258|UB|115.00|20231001
33258|UA|85.00|20231001
33259|UB|115.00|20231001
33259|UA|85.00|20231001
33261|UA|85.00|20231001
33261|UB|115.00|20231001
33263|UB|95.00|20231001
33263|UA|65.00|20231001
33264|UB|95.00|20231001
33264|UA|65.00|20231001
33265|UA|85.00|20231001
33265|UB|115.00|20231001
33266|UB|115.00|20231001
33266|UA|85.00|20231001
33268|UB|105.00|20231001
33268|UA|75.00|20231001
33269|UB|105.00|20231001
33269|UA|75.00|20231001
33270|UA|65.00|20231001
33270|UB|95.00|20231001
33272|UB|85.00|20231001
33272|UA|55.00|20231001
33273|UB|85.00|20231001
33273|UA|55.00|20231001
33274|UA|65.00|20231001
33274|UB|95.00|20231001
33275|UB|95.00|20231001
33275|UA|65.00|20231001
33282|UA|65.00|20231001
33282|UB|95.00|20231001
33285|UB|95.00|20231001
33285|UA|65.00|20231001
33286|UB|95.00|20231001
33286|UA|65.00|20231001
33289|UA|65.00|20231001
33289|UB|95.00|20231001
33300|UA|75.00|20231001
33300|UB|105.00|20231001
33305|UA|85.00|20231001
33305|UB|115.00|20231001
33310|UA|75.00|20231001
33310|UB|105.00|20231001
33315|UA|85.00|20231001
33315|UB|115.00|20231001
33320|UA|55.00|20231001
33320|UB|85.00|20231001
33321|UA|60.00|20231001
33321|UB|90.00|20231001
33322|UA|65.00|20231001
33322|UB|95.00|20231001
33330|UA|55.00|20231001
33330|UB|85.00|20231001
33340|UB|95.00|20231001
33340|UA|65.00|20231001
33362|UB|125.00|20231001
33362|UA|95.00|20231001
33363|UB|125.00|20231001
33363|UA|95.00|20231001
33364|UB|125.00|20231001
33364|UA|95.00|20231001
33365|UB|125.00|20231001
33365|UA|95.00|20231001
33366|UB|125.00|20231001
33366|UA|95.00|20231001
33368|UB|125.00|20231001
33368|UA|95.00|20231001
33369|UB|125.00|20231001
33369|UA|95.00|20231001
33370|UB|125.00|20231001
33370|UA|95.00|20231001
33404|UB|105.00|20231001
33404|UA|75.00|20231001
33405|UB|105.00|20231001
33405|UA|75.00|20231001
33406|UA|95.00|20231001
33406|UB|125.00|20231001
33411|UB|125.00|20231001
33411|UA|95.00|20231001
33412|UB|125.00|20231001
33412|UA|95.00|20231001
33413|UB|125.00|20231001
33413|UA|95.00|20231001
33415|UB|125.00|20231001
33415|UA|95.00|20231001
33416|UB|125.00|20231001
33416|UA|95.00|20231001
33417|UB|125.00|20231001
33417|UA|95.00|20231001
33419|UB|145.00|20231001
33419|UA|115.00|20231001
33420|UB|145.00|20231001
33420|UA|115.00|20231001
33422|UA|115.00|20231001
33422|UB|145.00|20231001
33426|UB|145.00|20231001
33426|UA|115.00|20231001
33427|UB|145.00|20231001
33427|UA|115.00|20231001
33430|UA|115.00|20231001
33430|UB|145.00|20231001
33440|UA|95.00|20231001
33440|UB|125.00|20231001
33460|UA|115.00|20231001
33460|UB|145.00|20231001
33464|UB|120.00|20231001
33464|UA|95.00|20231001
33465|UB|120.00|20231001
33465|UA|95.00|20231001
33468|UA|95.00|20231001
33468|UB|120.00|20231001
33470|UA|65.00|20231001
33470|UB|95.00|20231001
33471|UA|75.00|20231001
33471|UB|105.00|20231001
33474|UA|115.00|20231001
33474|UB|145.00|20231001
33475|UA|75.00|20231001
33475|UB|105.00|20231001
33476|UA|95.00|20231001
33476|UB|125.00|20231001
33478|UA|95.00|20231001
33478|UB|125.00|20231001
33496|UA|115.00|20231001
33496|UB|145.00|20231001
33500|UA|115.00|20231001
33500|UB|145.00|20231001
33501|UA|75.00|20231001
33501|UB|105.00|20231001
33502|UA|45.00|20231001
33502|UB|75.00|20231001
33503|UA|45.00|20231001
33503|UB|75.00|20231001
33505|UB|145.00|20231001
33505|UA|115.00|20231001
33506|UB|145.00|20231001
33506|UA|115.00|20231001
33507|UA|45.00|20231001
33507|UB|75.00|20231001
33508|UA|20.00|20231001
33508|UB|40.00|20231001
33509|UA|55.00|20231001
33509|UB|85.00|20231001
33510|UA|65.00|20231001
33510|UB|95.00|20231001
33511|UB|95.00|20231001
33511|UA|65.00|20231001
33513|UB|95.00|20231001
33513|UA|65.00|20231001
33514|UB|95.00|20231001
33514|UA|65.00|20231001
33516|UB|95.00|20231001
33516|UA|65.00|20231001
33517|UB|95.00|20231001
33517|UA|65.00|20231001
33518|UB|95.00|20231001
33518|UA|65.00|20231001
33519|UB|95.00|20231001
33519|UA|65.00|20231001
33522|UB|95.00|20231001
33522|UA|65.00|20231001
33523|UB|95.00|20231001
33523|UA|65.00|20231001
33530|UA|65.00|20231001
33530|UB|95.00|20231001
33534|UB|95.00|20231001
33534|UA|65.00|20231001
33535|UB|95.00|20231001
33535|UA|65.00|20231001
33536|UB|95.00|20231001
33536|UA|65.00|20231001
33542|UA|75.00|20231001
33542|UB|105.00|20231001
33545|UA|75.00|20231001
33545|UB|105.00|20231001
33548|UA|75.00|20231001
33548|UB|105.00|20231001
33572|UA|75.00|20231001
33572|UB|105.00|20231001
33600|UA|95.00|20231001
33600|UB|125.00|20231001
33602|UA|95.00|20231001
33602|UB|125.00|20231001
33606|UA|65.00|20231001
33606|UB|95.00|20231001
33608|UA|95.00|20231001
33608|UB|125.00|20231001
33611|UB|125.00|20231001
33611|UA|95.00|20231001
33612|UB|125.00|20231001
33612|UA|95.00|20231001
33615|UA|65.00|20231001
33615|UB|95.00|20231001
33617|UA|95.00|20231001
33617|UB|125.00|20231001
33619|UA|95.00|20231001
33619|UB|125.00|20231001
33621|UB|95.00|20231001
33621|UA|65.00|20231001
33622|UB|95.00|20231001
33622|UA|65.00|20231001
33641|UA|95.00|20231001
33641|UB|125.00|20231001
33645|UA|85.00|20231001
33645|UB|115.00|20231001
33647|UA|85.00|20231001
33647|UB|115.00|20231001
33660|UA|95.00|20231001
33660|UB|125.00|20231001
33665|UA|95.00|20231001
33665|UB|125.00|20231001
33670|UA|95.00|20231001
33670|UB|125.00|20231001
33676|UB|125.00|20231001
33676|UA|95.00|20231001
33677|UB|125.00|20231001
33677|UA|95.00|20231001
33681|UA|90.00|20231001
33681|UB|120.00|20231001
33684|UA|95.00|20231001
33684|UB|125.00|20231001
33688|UA|95.00|20231001
33688|UB|125.00|20231001
33690|UA|90.00|20231001
33690|UB|120.00|20231001
33692|UA|95.00|20231001
33692|UB|125.00|20231001
