SVC_CD|MODIFIER_1|FEE|AS_OF_DATE
38222|UA|17.00|20231001
38222|UB|47.00|20231001
38232|UB|65.00|20231001
38232|UA|35.00|20231001
38241|UB|65.00|20231001
38241|UA|45.00|20231001
38242|UB|65.00|20231001
38242|UA|45.00|20231001
38243|UB|65.00|20231001
38243|UA|45.00|20231001
38305|UB|37.00|20231001
38305|UA|17.00|20231001
38380|UB|55.00|20231001
38380|UA|25.00|20231001
38381|UA|30.00|20231001
38381|UB|60.00|20231001
38382|UB|60.00|20231001
38382|UA|30.00|20231001
38505|UB|39.00|20231001
38505|UA|19.00|20231001
38510|UB|39.00|20231001
38510|UA|19.00|20231001
38520|UB|39.00|20231001
38520|UA|19.00|20231001
38525|UB|39.00|20231001
38525|UA|19.00|20231001
38530|UA|40.00|20231001
38530|UB|70.00|20231001
38531|UB|70.00|20231001
38531|UA|40.00|20231001
38542|UA|35.00|20231001
38542|UB|65.00|20231001
38550|UA|30.00|20231001
38550|UB|45.00|20231001
38555|UA|35.00|20231001
38555|UB|65.00|20231001
38564|UB|45.00|20231001
38564|UA|30.00|20231001
38571|UB|160.00|20231001
38571|UA|130.00|20231001
38572|UB|160.00|20231001
38572|UA|130.00|20231001
38573|UB|160.00|20231001
38573|UA|130.00|20231001
38589|UA|130.00|20231001
38589|UB|160.00|20231001
38700|UA|40.00|20231001
38700|UB|70.00|20231001
38720|UA|40.00|20231001
38720|UB|70.00|20231001
38724|UA|40.00|20231001
38724|UB|70.00|20231001
38740|UA|30.00|20231001
38740|UB|60.00|20231001
38745|UA|40.00|20231001
38745|UB|70.00|20231001
38746|UA|45.00|20231001
38746|UB|75.00|20231001
38747|UA|45.00|20231001
38747|UB|75.00|20231001
38760|UA|30.00|20231001
38760|UB|60.00|20231001
38765|UA|40.00|20231001
38765|UB|60.00|20231001
38770|UA|50.00|20231001
38770|UB|80.00|20231001
38780|UA|40.00|20231001
38780|UB|70.00|20231001
38790|UA|20.00|20231001
38790|UB|20.00|20231001
38792|UA|30.00|20231001
38792|UB|60.00|20231001
38794|UA|25.00|20231001
38794|UB|45.00|20231001
38900|UA|25.00|20231001
38900|UB|55.00|20231001
38999|UA|20.00|20231001
38999|UB|45.00|20231001
39000|UA|25.00|20231001
39000|UB|55.00|20231001
39010|UA|45.00|20231001
39010|UB|75.00|20231001
39220|UB|65.00|20231001
39220|UA|35.00|20231001
39401|UA|20.00|20231001
39401|UB|35.00|20231001
39402|UB|35.00|20231001
39402|UA|20.00|20231001
39499|UA|35.00|20231001
39499|UB|65.00|20231001
39501|UA|30.00|20231001
39501|UB|60.00|20231001
39541|UB|60.00|20231001
39541|UA|30.00|20231001
39545|UB|60.00|20231001
39545|UA|30.00|20231001
39560|UA|30.00|20231001
39560|UB|60.00|20231001
39561|UB|60.00|20231001
39561|UA|30.00|20231001
39599|UA|35.00|20231001
39599|UB|65.00|20231001
40500|UB|55.00|20231001
40500|UA|25.00|20231001
40510|UB|55.00|20231001
40510|UA|25.00|20231001
40520|UB|55.00|20231001
40520|UA|25.00|20231001
40525|UB|55.00|20231001
40525|UA|25.00|20231001
40527|UB|55.00|20231001
40527|UA|25.00|20231001
40530|UB|55.00|20231001
40530|UA|25.00|20231001
40652|UB|55.00|20231001
40652|UA|25.00|20231001
40654|UB|55.00|20231001
40654|UA|25.00|20231001
40701|UB|55.00|20231001
40701|UA|25.00|20231001
40702|UB|55.00|20231001
40702|UA|25.00|20231001
40720|UB|55.00|20231001
40720|UA|25.00|20231001
40761|UB|55.00|20231001
40761|UA|25.00|20231001
40799|UB|55.00|20231001
40799|UA|25.00|20231001
40801|UB|50.00|20231001
40801|UA|20.00|20231001
40804|UB|50.00|20231001
40804|UA|20.00|20231001
40805|UB|50.00|20231001
40805|UA|20.00|20231001
40806|UA|20.00|20231001
40806|UB|50.00|20231001
40810|UB|50.00|20231001
40810|UA|20.00|20231001
40812|UB|50.00|20231001
40812|UA|20.00|20231001
40814|UB|50.00|20231001
40814|UA|20.00|20231001
40816|UB|50.00|20231001
40816|UA|20.00|20231001
40818|UB|50.00|20231001
40818|UA|20.00|20231001
40819|UB|50.00|20231001
40819|UA|20.00|20231001
40820|UB|50.00|20231001
40820|UA|20.00|20231001
40830|UA|25.00|20231001
40830|UB|55.00|20231001
40831|UB|55.00|20231001
40831|UA|25.00|20231001
40840|UA|30.00|20231001
40840|UB|60.00|20231001
40842|UA|40.00|20231001
40842|UB|70.00|20231001
40843|UA|45.00|20231001
40843|UB|75.00|20231001
40844|UA|35.00|20231001
40844|UB|65.00|20231001
40845|UA|45.00|20231001
40845|UB|75.00|20231001
40899|UA|40.00|20231001
40899|UB|70.00|20231001
41005|UB|45.00|20231001
41005|UA|25.00|20231001
41006|UB|45.00|20231001
41006|UA|25.00|20231001
41007|UB|45.00|20231001
41007|UA|25.00|20231001
41008|UB|45.00|20231001
41008|UA|25.00|20231001
41009|UB|45.00|20231001
41009|UA|25.00|20231001
41010|UA|20.00|20231001
41010|UB|50.00|20231001
41016|UB|50.00|20231001
41016|UA|30.00|20231001
41017|UB|50.00|20231001
41017|UA|30.00|20231001
41018|UB|50.00|20231001
41018|UA|30.00|20231001
41019|UA|35.00|20231001
41019|UB|65.00|20231001
41105|UB|55.00|20231001
41105|UA|25.00|20231001
41108|UB|55.00|20231001
41108|UA|25.00|20231001
41110|UB|55.00|20231001
41110|UA|25.00|20231001
41112|UB|55.00|20231001
41112|UA|25.00|20231001
41113|UB|55.00|20231001
41113|UA|25.00|20231001
41114|UA|30.00|20231001
41114|UB|60.00|20231001
41115|UA|20.00|20231001
41115|UB|50.00|20231001
41116|UA|30.00|20231001
41116|UB|60.00|20231001
41130|UB|65.00|20231001
41130|UA|35.00|20231001
41135|UA|45.00|20231001
41135|UB|75.00|20231001
41140|UA|50.00|20231001
41140|UB|80.00|20231001
41145|UA|55.00|20231001
41145|UB|85.00|20231001
41150|UA|40.00|20231001
41150|UB|70.00|20231001
41153|UA|50.00|20231001
41153|UB|80.00|20231001
41155|UA|55.00|20231001
41155|UB|85.00|20231001
41250|UA|30.00|20231001
41250|UB|60.00|20231001
41251|UB|60.00|20231001
41251|UA|30.00|20231001
41252|UA|35.00|20231001
41252|UB|65.00|20231001
41510|UB|60.00|20231001
41510|UA|30.00|20231001
41512|UA|30.00|20231001
41512|UB|60.00|20231001
41520|UA|21.00|20231001
41520|UB|41.00|20231001
41530|UA|30.00|20231001
41530|UB|60.00|20231001
41599|UA|30.00|20231001
41599|UB|60.00|20231001
41800|UA|23.00|20231001
41800|UB|43.00|20231001
41805|UA|23.00|20231001
41805|UB|43.00|20231001
41806|UB|43.00|20231001
41806|UA|23.00|20231001
41820|UA|15.00|20231001
41820|UB|40.00|20231001
41822|UB|50.00|20231001
41822|UA|20.00|20231001
41823|UB|50.00|20231001
41823|UA|20.00|20231001
41825|UB|50.00|20231001
41825|UA|20.00|20231001
41826|UA|23.00|20231001
41826|UB|53.00|20231001
41827|UA|25.00|20231001
41827|UB|55.00|20231001
41828|UA|17.00|20231001
41828|UB|42.00|20231001
41830|UA|25.00|20231001
41830|UB|55.00|20231001
41850|UA|15.00|20231001
41850|UB|40.00|20231001
41872|UB|55.00|20231001
41872|UA|25.00|20231001
41874|UA|30.00|20231001
41874|UB|60.00|20231001
41899|UA|25.00|20231001
41899|UB|55.00|20231001
42000|UA|20.00|20231001
42000|UB|40.00|20231001
42104|UB|55.00|20231001
42104|UA|25.00|20231001
42106|UB|55.00|20231001
42106|UA|25.00|20231001
42107|UB|55.00|20231001
42107|UA|25.00|20231001
42120|UA|30.00|20231001
42120|UB|60.00|20231001
42140|UA|25.00|20231001
42140|UB|55.00|20231001
42145|UA|30.00|20231001
42145|UB|60.00|20231001
42160|UA|15.00|20231001
42160|UB|35.00|20231001
42182|UB|43.00|20231001
42182|UA|13.00|20231001
42205|UB|63.00|20231001
42205|UA|33.00|20231001
42210|UB|63.00|20231001
42210|UA|33.00|20231001
42215|UB|63.00|20231001
42215|UA|33.00|20231001
42220|UB|63.00|20231001
42220|UA|33.00|20231001
42225|UB|63.00|20231001
42225|UA|33.00|20231001
42226|UA|35.00|20231001
42226|UB|65.00|20231001
42227|UB|65.00|20231001
42227|UA|35.00|20231001
42235|UA|35.00|20231001
42235|UB|65.00|20231001
42260|UA|35.00|20231001
42260|UB|65.00|20231001
42280|UA|15.00|20231001
42280|UB|45.00|20231001
42281|UA|30.00|20231001
42281|UB|50.00|20231001
42300|UA|25.00|20231001
42300|UB|39.00|20231001
42310|UB|45.00|20231001
42310|UA|25.00|20231001
42320|UB|45.00|20231001
42320|UA|25.00|20231001
42335|UB|55.00|20231001
42335|UA|25.00|20231001
42340|UB|55.00|20231001
42340|UA|25.00|20231001
42400|UA|11.00|20231001
42400|UB|41.00|20231001
42405|UA|30.00|20231001
42405|UB|60.00|20231001
42408|UA|30.00|20231001
42408|UB|60.00|20231001
42409|UA|30.00|20231001
42409|UB|60.00|20231001
42415|UB|65.00|20231001
42415|UA|35.00|20231001
42420|UA|35.00|20231001
42420|UB|65.00|20231001
42425|UA|40.00|20231001
42425|UB|70.00|20231001
42426|UA|50.00|20231001
42426|UB|80.00|20231001
42440|UA|35.00|20231001
42440|UB|65.00|20231001
42450|UA|35.00|20231001
42450|UB|65.00|20231001
42505|UB|65.00|20231001
42505|UA|35.00|20231001
42509|UB|65.00|20231001
42509|UA|35.00|20231001
42510|UA|40.00|20231001
42510|UB|70.00|20231001
42550|UA|15.00|20231001
42550|UB|15.00|20231001
42600|UA|20.00|20231001
42600|UB|50.00|20231001
42650|UA|15.00|20231001
42650|UB|40.00|20231001
42660|UA|25.00|20231001
42660|UB|55.00|20231001
42699|UB|50.00|20231001
42699|UA|20.00|20231001
42720|UB|35.00|20231001
42720|UA|17.00|20231001
42725|UB|35.00|20231001
42725|UA|17.00|20231001
42800|UA|35.00|20231001
42800|UB|49.00|20231001
42804|UA|35.00|20231001
42804|UB|49.00|20231001
42808|UB|65.00|20231001
42808|UA|35.00|20231001
42809|UB|65.00|20231001
42809|UA|35.00|20231001
42815|UB|70.00|20231001
42815|UA|40.00|20231001
42820|UA|41.00|20231001
42820|UB|55.00|20231001
42821|UA|41.00|20231001
42821|UB|55.00|20231001
42825|UA|41.00|20231001
42825|UB|55.00|20231001
42826|UA|41.00|20231001
42826|UB|55.00|20231001
42831|UB|55.00|20231001
42831|UA|41.00|20231001
42835|UB|55.00|20231001
42835|UA|41.00|20231001
42836|UB|55.00|20231001
42836|UA|41.00|20231001
42842|UA|41.00|20231001
42842|UB|71.00|20231001
42844|UA|46.00|20231001
42844|UB|76.00|20231001
42845|UA|45.00|20231001
42845|UB|75.00|20231001
42870|UB|65.00|20231001
42870|UA|35.00|20231001
42890|UA|35.00|20231001
42890|UB|65.00|20231001
42894|UB|70.00|20231001
42894|UA|40.00|20231001
42950|UB|65.00|20231001
42950|UA|35.00|20231001
42953|UA|40.00|20231001
42953|UB|70.00|20231001
42955|UA|30.00|20231001
42955|UB|60.00|20231001
42960|UA|15.00|20231001
42960|UB|45.00|20231001
42961|UA|25.00|20231001
42961|UB|55.00|20231001
42962|UA|15.00|20231001
42962|UB|45.00|20231001
42970|UA|25.00|20231001
42970|UB|45.00|20231001
42971|UA|30.00|20231001
42971|UB|60.00|20231001
42972|UA|35.00|20231001
42972|UB|65.00|20231001
42975|UA|35.00|20231001
42975|UB|65.00|20231001
42999|UA|30.00|20231001
42999|UB|60.00|20231001
43020|UB|50.00|20231001
43020|UA|20.00|20231001
43030|UA|25.00|20231001
43030|UB|55.00|20231001
43045|UB|70.00|20231001
43045|UA|40.00|20231001
43100|UA|40.00|20231001
43100|UB|70.00|20231001
43101|UB|70.00|20231001
43101|UA|40.00|20231001
43107|UB|75.00|20231001
43107|UA|45.00|20231001
43108|UB|75.00|20231001
43108|UA|45.00|20231001
43112|UB|75.00|20231001
43112|UA|45.00|20231001
43113|UB|75.00|20231001
43113|UA|45.00|20231001
43116|UA|45.00|20231001
43116|UB|75.00|20231001
43117|UB|75.00|20231001
43117|UA|45.00|20231001
43118|UA|50.00|20231001
43118|UB|80.00|20231001
43122|UB|80.00|20231001
43122|UA|50.00|20231001
43123|UB|80.00|20231001
43123|UA|50.00|20231001
43124|UB|80.00|20231001
43124|UA|50.00|20231001
43130|UA|30.00|20231001
43130|UB|60.00|20231001
43135|UA|40.00|20231001
43135|UB|70.00|20231001
43180|UA|20.00|20231001
43180|UB|40.00|20231001
43192|UB|40.00|20231001
43192|UA|20.00|20231001
43193|UB|40.00|20231001
43193|UA|20.00|20231001
43194|UB|40.00|20231001
43194|UA|20.00|20231001
43195|UB|40.00|20231001
43195|UA|20.00|20231001
43196|UB|40.00|20231001
43196|UA|20.00|20231001
43197|UB|40.00|20231001
43197|UA|20.00|20231001
43198|UB|40.00|20231001
43198|UA|20.00|20231001
43201|UB|40.00|20231001
43201|UA|20.00|20231001
43202|UB|40.00|20231001
43202|UA|20.00|20231001
43204|UB|40.00|20231001
43204|UA|20.00|20231001
43205|UB|40.00|20231001
43205|UA|20.00|20231001
43206|UB|40.00|20231001
43206|UA|20.00|20231001
43210|UB|40.00|20231001
43210|UA|20.00|20231001
43211|UB|40.00|20231001
43211|UA|20.00|20231001
43212|UB|40.00|20231001
43212|UA|20.00|20231001
43213|UB|40.00|20231001
43213|UA|20.00|20231001
43214|UB|40.00|20231001
43214|UA|20.00|20231001
43215|UB|40.00|20231001
43215|UA|20.00|20231001
43216|UB|40.00|20231001
43216|UA|20.00|20231001
43217|UB|40.00|20231001
43217|UA|20.00|20231001
43220|UB|40.00|20231001
43220|UA|20.00|20231001
43226|UB|40.00|20231001
43226|UA|20.00|20231001
43227|UB|40.00|20231001
43227|UA|20.00|20231001
43229|UB|40.00|20231001
43229|UA|20.00|20231001
43231|UB|40.00|20231001
43231|UA|20.00|20231001
43232|UB|40.00|20231001
43232|UA|20.00|20231001
43233|UB|40.00|20231001
43233|UA|20.00|20231001
43235|UB|40.00|20231001
43235|UA|20.00|20231001
43236|UB|40.00|20231001
43236|UA|20.00|20231001
43237|UB|40.00|20231001
43237|UA|20.00|20231001
43238|UB|40.00|20231001
43238|UA|20.00|20231001
43239|UB|40.00|20231001
43239|UA|20.00|20231001
43240|UB|40.00|20231001
43240|UA|20.00|20231001
43241|UB|40.00|20231001
43241|UA|20.00|20231001
43242|UB|40.00|20231001
43242|UA|20.00|20231001
43243|UB|40.00|20231001
43243|UA|20.00|20231001
43244|UB|40.00|20231001
43244|UA|20.00|20231001
43245|UB|40.00|20231001
43245|UA|20.00|20231001
43246|UB|40.00|20231001
43246|UA|20.00|20231001
43247|UB|40.00|20231001
43247|UA|20.00|20231001
43248|UB|40.00|20231001
43248|UA|20.00|20231001
43249|UB|40.00|20231001
43249|UA|20.00|20231001
43250|UB|40.00|20231001
43250|UA|20.00|20231001
43251|UB|40.00|20231001
43251|UA|20.00|20231001
43252|UB|40.00|20231001
43252|UA|20.00|20231001
43253|UB|40.00|20231001
43253|UA|20.00|20231001
43254|UB|40.00|20231001
43254|UA|20.00|20231001
43255|UB|40.00|20231001
43255|UA|20.00|20231001
43257|UB|40.00|20231001
43257|UA|20.00|20231001
43259|UB|40.00|20231001
43259|UA|20.00|20231001
43261|UB|55.00|20231001
43261|UA|25.00|20231001
43262|UB|55.00|20231001
43262|UA|25.00|20231001
43263|UB|55.00|20231001
43263|UA|25.00|20231001
43264|UB|55.00|20231001
43264|UA|25.00|20231001
43265|UB|55.00|20231001
43265|UA|25.00|20231001
43266|UB|55.00|20231001
43266|UA|25.00|20231001
43270|UB|55.00|20231001
43270|UA|25.00|20231001
43273|UB|55.00|20231001
43273|UA|25.00|20231001
43274|UB|55.00|20231001
43274|UA|25.00|20231001
43275|UB|55.00|20231001
43275|UA|25.00|20231001
43276|UB|55.00|20231001
43276|UA|25.00|20231001
43277|UB|55.00|20231001
43277|UA|25.00|20231001
43278|UB|55.00|20231001
43278|UA|25.00|20231001
43280|UB|70.00|20231001
43280|UA|40.00|20231001
43281|UB|70.00|20231001
43281|UA|40.00|20231001
43282|UB|70.00|20231001
43282|UA|40.00|20231001
43283|UB|70.00|20231001
43283|UA|40.00|20231001
43285|UB|160.00|20231001
43285|UA|130.00|20231001
43286|UB|160.00|20231001
43286|UA|130.00|20231001
43287|UA|45.00|20231001
43287|UB|75.00|20231001
43288|UB|75.00|20231001
43288|UA|45.00|20231001
43289|UA|40.00|20231001
43289|UB|70.00|20231001
43290|UA|20.00|20231001
43290|UB|40.00|20231001
43291|UB|40.00|20231001
43291|UA|20.00|20231001
43305|UB|70.00|20231001
43305|UA|40.00|20231001
43312|UB|80.00|20231001
43312|UA|50.00|20231001
43313|UB|80.00|20231001
43313|UA|50.00|20231001
43314|UB|80.00|20231001
43314|UA|50.00|20231001
43320|UB|80.00|20231001
43320|UA|50.00|20231001
43325|UB|70.00|20231001
43325|UA|40.00|20231001
43327|UA|40.00|20231001
43327|UB|70.00|20231001
43328|UB|70.00|20231001
43328|UA|40.00|20231001
43331|UB|80.00|20231001
43331|UA|50.00|20231001
43332|UB|80.00|20231001
43332|UA|50.00|20231001
43333|UB|80.00|20231001
43333|UA|50.00|20231001
43334|UB|80.00|20231001
43334|UA|50.00|20231001
43335|UB|80.00|20231001
43335|UA|50.00|20231001
43336|UB|80.00|20231001
43336|UA|50.00|20231001
43337|UB|80.00|20231001
43337|UA|50.00|20231001
43338|UB|80.00|20231001
43338|UA|50.00|20231001
43340|UA|45.00|20231001
43340|UB|75.00|20231001
43341|UA|50.00|20231001
43341|UB|80.00|20231001
43351|UB|70.00|20231001
43351|UA|40.00|20231001
43352|UB|70.00|20231001
43352|UA|40.00|20231001
43360|UA|40.00|20231001
43360|UB|70.00|20231001
43361|UB|70.00|20231001
43361|UA|40.00|20231001
43401|UB|65.00|20231001
43401|UA|35.00|20231001
43405|UB|65.00|20231001
43405|UA|35.00|20231001
43410|UB|65.00|20231001
43410|UA|35.00|20231001
43415|UA|45.00|20231001
43415|UB|75.00|20231001
43420|UA|35.00|20231001
43420|UB|65.00|20231001
43425|UA|45.00|20231001
43425|UB|75.00|20231001
43453|UB|35.00|20231001
43453|UA|15.00|20231001
43460|UA|65.00|20231001
43460|UB|95.00|20231001
43496|UA|40.00|20231001
43496|UB|70.00|20231001
43497|UA|45.00|20231001
43497|UB|75.00|20231001
43499|UA|45.00|20231001
43499|UB|75.00|20231001
43500|UA|40.00|20231001
43500|UB|70.00|20231001
43501|UA|50.00|20231001
43501|UB|80.00|20231001
43502|UB|80.00|20231001
43502|UA|50.00|20231001
43510|UA|40.00|20231001
43510|UB|70.00|20231001
43520|UA|40.00|20231001
43520|UB|70.00|20231001
43605|UA|40.00|20231001
43605|UB|70.00|20231001
43610|UA|25.00|20231001
43610|UB|55.00|20231001
43611|UA|25.00|20231001
43611|UB|55.00|20231001
43621|UB|70.00|20231001
43621|UA|40.00|20231001
43622|UB|70.00|20231001
43622|UA|40.00|20231001
43631|UB|70.00|20231001
43631|UA|40.00|20231001
43632|UB|70.00|20231001
43632|UA|40.00|20231001
43633|UB|70.00|20231001
43633|UA|40.00|20231001
43634|UB|70.00|20231001
43634|UA|40.00|20231001
43635|UB|70.00|20231001
43635|UA|40.00|20231001
43640|UA|40.00|20231001
43640|UB|70.00|20231001
43641|UB|70.00|20231001
43641|UA|40.00|20231001
43644|UA|130.00|20231001
43644|UB|160.00|20231001
43645|UB|160.00|20231001
43645|UA|130.00|20231001
43651|UA|130.00|20231001
43651|UB|160.00|20231001
43652|UB|160.00|20231001
43652|UA|130.00|20231001
43653|UA|40.00|20231001
43653|UB|70.00|20231001
43659|UA|130.00|20231001
43659|UB|160.00|20231001
43753|UB|70.00|20231001
43753|UA|40.00|20231001
43754|UB|70.00|20231001
43754|UA|40.00|20231001
43755|UB|70.00|20231001
43755|UA|40.00|20231001
43756|UB|70.00|20231001
43756|UA|40.00|20231001
43757|UB|70.00|20231001
43757|UA|40.00|20231001
43761|UB|70.00|20231001
43761|UA|40.00|20231001
43762|UB|70.00|20231001
43762|UA|40.00|20231001
43763|UB|70.00|20231001
43763|UA|40.00|20231001
43771|UB|160.00|20231001
43771|UA|130.00|20231001
43772|UB|160.00|20231001
43772|UA|130.00|20231001
43773|UB|160.00|20231001
43773|UA|130.00|20231001
43774|UB|160.00|20231001
43774|UA|130.00|20231001
43775|UA|65.00|20231001
43775|UB|95.00|20231001
43800|UA|40.00|20231001
43800|UB|70.00|20231001
43810|UA|30.00|20231001
43810|UB|60.00|20231001
43825|UB|70.00|20231001
43825|UA|40.00|20231001
43830|UA|15.00|20231001
43830|UB|45.00|20231001
43831|UA|25.00|20231001
43831|UB|55.00|20231001
43832|UB|55.00|20231001
43832|UA|25.00|20231001
43840|UA|40.00|20231001
43840|UB|70.00|20231001
43842|UA|40.00|20231001
43842|UB|70.00|20231001
43843|UB|70.00|20231001
43843|UA|40.00|20231001
43845|UA|40.00|20231001
43845|UB|70.00|20231001
43846|UA|65.00|20231001
43846|UB|95.00|20231001
43847|UB|95.00|20231001
43847|UA|65.00|20231001
43848|UA|45.00|20231001
43848|UB|75.00|20231001
43850|UA|45.00|20231001
43850|UB|75.00|20231001
43855|UA|45.00|20231001
43855|UB|75.00|20231001
43860|UA|45.00|20231001
43860|UB|80.00|20231001
43865|UA|45.00|20231001
43865|UB|75.00|20231001
43880|UB|55.00|20231001
43880|UA|25.00|20231001
43886|UA|45.00|20231001
43886|UB|75.00|20231001
43887|UA|40.00|20231001
43887|UB|70.00|20231001
43888|UB|70.00|20231001
43888|UA|40.00|20231001
43999|UA|40.00|20231001
43999|UB|70.00|20231001
44010|UB|75.00|20231001
44010|UA|45.00|20231001
44015|UA|20.00|20231001
44015|UB|40.00|20231001
44021|UB|70.00|20231001
44021|UA|40.00|20231001
44025|UB|70.00|20231001
44025|UA|40.00|20231001
44050|UB|70.00|20231001
44050|UA|40.00|20231001
44055|UA|45.00|20231001
44055|UB|75.00|20231001
44100|UA|15.00|20231001
44100|UB|15.00|20231001
44110|UA|40.00|20231001
44110|UB|70.00|20231001
44111|UA|50.00|20231001
44111|UB|80.00|20231001
44120|UA|40.00|20231001
44120|UB|70.00|20231001
44121|UB|70.00|20231001
44121|UA|40.00|20231001
44125|UA|50.00|20231001
44125|UB|80.00|20231001
44127|UB|70.00|20231001
44127|UA|40.00|20231001
44128|UB|70.00|20231001
44128|UA|40.00|20231001
44130|UA|45.00|20231001
44130|UB|75.00|20231001
44135|UA|45.00|20231001
44135|UB|75.00|20231001
44139|UA|40.00|20231001
44139|UB|70.00|20231001
44140|UB|70.00|20231001
44140|UA|40.00|20231001
44141|UA|45.00|20231001
44141|UB|75.00|20231001
44143|UA|40.00|20231001
44143|UB|70.00|20231001
44144|UA|50.00|20231001
44144|UB|80.00|20231001
44145|UA|45.00|20231001
44145|UB|75.00|20231001
44146|UA|50.00|20231001
44146|UB|80.00|20231001
44147|UA|61.00|20231001
44147|UB|90.00|20231001
44150|UA|55.00|20231001
44150|UB|85.00|20231001
44151|UB|85.00|20231001
44151|UA|55.00|20231001
44155|UB|90.00|20231001
44155|UA|61.00|20231001
44157|UB|95.00|20231001
44157|UA|65.00|20231001
44158|UB|95.00|20231001
44158|UA|65.00|20231001
44160|UB|95.00|20231001
44160|UA|65.00|20231001
44180|UA|130.00|20231001
44180|UB|160.00|20231001
44187|UB|160.00|20231001
44187|UA|130.00|20231001
44188|UB|160.00|20231001
44188|UA|130.00|20231001
44202|UB|75.00|20231001
44202|UA|45.00|20231001
44203|UB|75.00|20231001
44203|UA|45.00|20231001
44204|UB|75.00|20231001
44204|UA|45.00|20231001
44205|UB|75.00|20231001
44205|UA|45.00|20231001
44207|UB|95.00|20231001
44207|UA|65.00|20231001
44208|UB|95.00|20231001
44208|UA|65.00|20231001
44211|UB|135.00|20231001
44211|UA|105.00|20231001
44212|UB|135.00|20231001
44212|UA|105.00|20231001
44213|UA|130.00|20231001
44213|UB|160.00|20231001
44227|UA|130.00|20231001
44227|UB|160.00|20231001
44238|UA|130.00|20231001
44238|UB|160.00|20231001
44300|UA|25.00|20231001
44300|UB|55.00|20231001
44310|UA|35.00|20231001
44310|UB|65.00|20231001
44312|UA|25.00|20231001
44312|UB|55.00|20231001
44316|UB|65.00|20231001
44316|UA|35.00|20231001
44320|UA|20.00|20231001
44320|UB|50.00|20231001
44322|UA|30.00|20231001
44322|UB|60.00|20231001
44340|UA|30.00|20231001
44340|UB|60.00|20231001
44345|UA|35.00|20231001
44345|UB|65.00|20231001
44346|UB|65.00|20231001
44346|UA|35.00|20231001
44361|UB|35.00|20231001
44361|UA|15.00|20231001
44363|UB|35.00|20231001
44363|UA|15.00|20231001
44364|UB|35.00|20231001
44364|UA|15.00|20231001
44365|UB|35.00|20231001
44365|UA|15.00|20231001
44366|UB|35.00|20231001
44366|UA|15.00|20231001
44369|UB|35.00|20231001
44369|UA|15.00|20231001
44370|UA|15.00|20231001
44370|UB|35.00|20231001
44372|UA|15.00|20231001
44372|UB|35.00|20231001
44373|UA|25.00|20231001
44373|UB|55.00|20231001
44376|UA|15.00|20231001
44376|UB|35.00|20231001
44377|UA|15.00|20231001
44377|UB|35.00|20231001
44378|UA|20.00|20231001
44378|UB|40.00|20231001
44379|UB|40.00|20231001
44379|UA|20.00|20231001
44381|UB|50.00|20231001
44381|UA|20.00|20231001
44382|UB|50.00|20231001
44382|UA|20.00|20231001
44384|UB|50.00|20231001
44384|UA|20.00|20231001
44385|UB|50.00|20231001
44385|UA|20.00|20231001
44386|UB|50.00|20231001
44386|UA|20.00|20231001
44389|UB|55.00|20231001
44389|UA|25.00|20231001
44390|UB|55.00|20231001
44390|UA|25.00|20231001
44391|UB|55.00|20231001
44391|UA|25.00|20231001
44392|UB|55.00|20231001
44392|UA|25.00|20231001
44394|UA|25.00|20231001
44394|UB|55.00|20231001
44402|UB|55.00|20231001
44402|UA|25.00|20231001
44403|UB|55.00|20231001
44403|UA|25.00|20231001
44404|UB|55.00|20231001
44404|UA|25.00|20231001
44405|UB|55.00|20231001
44405|UA|25.00|20231001
44406|UB|55.00|20231001
44406|UA|25.00|20231001
44407|UB|55.00|20231001
44407|UA|25.00|20231001
44408|UB|55.00|20231001
44408|UA|25.00|20231001
44500|UA|25.00|20231001
44500|UB|55.00|20231001
44602|UA|40.00|20231001
44602|UB|70.00|20231001
44603|UB|70.00|20231001
44603|UA|40.00|20231001
44604|UA|50.00|20231001
44604|UB|80.00|20231001
44605|UB|80.00|20231001
44605|UA|50.00|20231001
44615|UA|30.00|20231001
44615|UB|60.00|20231001
44620|UA|30.00|20231001
44620|UB|60.00|20231001
44625|UA|45.00|20231001
44625|UB|75.00|20231001
44626|UB|75.00|20231001
44626|UA|45.00|20231001
44650|UB|65.00|20231001
44650|UA|35.00|20231001
44660|UB|65.00|20231001
44660|UA|35.00|20231001
44661|UA|50.00|20231001
44661|UB|80.00|20231001
44680|UA|35.00|20231001
44680|UB|65.00|20231001
44700|UA|30.00|20231001
44700|UB|60.00|20231001
44701|UB|60.00|20231001
44701|UA|30.00|20231001
44705|UA|40.00|20231001
44705|UB|70.00|20231001
44799|UA|40.00|20231001
44799|UB|70.00|20231001
44820|UB|70.00|20231001
44820|UA|40.00|20231001
44850|UA|35.00|20231001
44850|UB|65.00|20231001
44899|UA|40.00|20231001
44899|UB|70.00|20231001
44900|UA|35.00|20231001
44900|UB|65.00|20231001
44950|UA|40.00|20231001
44950|UB|70.00|20231001
44955|UA|40.00|20231001
44955|UB|70.00|20231001
44960|UA|40.00|20231001
44960|UB|70.00|20231001
44970|UA|130.00|20231001
44970|UB|160.00|20231001
44979|UA|130.00|20231001
44979|UB|160.00|20231001
45005|UB|45.00|20231001
45005|UA|25.00|20231001
45020|UB|45.00|20231001
